Main Title,Person-A,# Person-A,Org-A,Loc-A,Person-N,# Person-N,Org-N,Loc-N,Gpe-N,Person-S,# Person-S,Org-S,Loc-S
"Three men, including W. Averell Harriman and Richard F. Jones shaking hands, and David J. McDonald seated at banquet table, in interior with microphone and downtown buildings visible through window", , , , ,"Averell Harriman, Richard F. Jones, David J. McDonald",3,,,,"W. Averell Harriman, Richard F. Jones, David J. McDonald",3,,
"Group portrait of leaders in the Allegheny Union Baptist Association, including left to right: Reverends H. R. Williams, J. A. Williams, G. F. Nelson, E. P. Tunie, A. M. Waller, S. L. Spear, S. A. Thurston, and H. H. Gaines, posed in Metropolitan Baptist Church, Northside, another version", , , , ,"Reverends H., Williams",2,Allegheny Union Baptist Association,,Group,"H. R. Williams, A. Williams, G. F. Nelson, E. P. Tunie, A. M. Waller, S. L. Spear, S. A. Thurston, H. H. Gaines",8,"Allegheny Union Baptist Association, Metropolitan Baptist Church",
"Group portrait of five women and man, with P. L. Prattis seated on left and Jessie Vann standing on right, on stage of A. Leo Weil School during the ""Favorite Churchwoman's"" contest award program", , , , ,"Prattis, Jessie Vann",2,Favorite Churchwoman,,Group,"P. L. Prattis, Jessie Vann",2,A. Leo Weil School,
"Group portrait including Mr. and Mrs. Hubert C. Smith, Mr. and Mrs. Curtis Haines, Sammy Paris, Larry Pischke, Marguerite Walsh, Irving Johnson, Mary E. Willis, Fred Downer, Margaret Lampkin, L. E. Lampkin, Marguerite Mosby, Clifton C. Poinsette, Claude Cecil Slater, William G. Nunn, Robert H. Logan, P.L. Prattis, and Mr. and Mrs. Douglas Anderson, seated at table in Syria Mosque for county Republican victory celebration", , , , ,"Mr., Hubert C. Smith, Mr., Curtis Haines, Sammy Paris, Larry Pischke, Marguerite Walsh, Irving Johnson, Mary E. Willis, Fred Downer, Margaret Lampkin, Marguerite Mosby, Clifton C. Poinsette, Claude Cecil Slater, William G. Nunn, Robert H. Logan",16,,,Group,"Hubert C. Smith, Curtis Haines, Sammy Paris, Larry Pischke, Marguerite Walsh, Irving Johnson, Mary E. Willis, Fred Downer, Margaret Lampkin, L. E. Lampkin, Marguerite Mosby, Clifton C. Poinsette, Claude Cecil Slater, William G. Nunn, Robert H. Logan, Douglas Anderson",16,,"P.L, Syria Mosque"
"Jessie Vann handing down payment check to Clarence Rodgers, manager of Belmar Gardens, in office of Pittsburgh Courier Newspaper", , , , ,"Jessie, Clarence Rodgers",2,"Belmar Gardens, Pittsburgh Courier",,,"Jessie Vann, Clarence Rodgers",2,,"Belmar Gardens, Pittsburgh"
"Jessie Vann handing down payment check to Clarence Rodgers, manager of Belmar Gardens, in office of Pittsburgh Courier Newspaper, another version", , , , ,"Jessie, Clarence Rodgers",2,"Belmar Gardens, Pittsburgh Courier Newspaper",,,"Jessie Vann, Clarence Rodgers",2,,"Belmar Gardens, Pittsburgh"
"Group portrait of men from Greater Pittsburgh Improvement League and Forbes Field vending company: Thomas A. Anderson, Sam Montain, Myron O'Briskey, Elmer B. Harrison, and James McCoy Jr., posed in office", , , , ,"Greater Pittsburgh Improvement League, Thomas A. Anderson, Sam Montain, Myron O'Briskey, Elmer B. Harrison, James McCoy Jr.",6,Forbes Field,,Group,"Thomas A. Anderson, Sam Montain, Myron O'Briskey, Elmer B. Harrison, James McCoy Jr.",5,Greater Pittsburgh Improvement League,Forbes Field
"Comedian Timmie Rogers and Richard Shumann, holding Pittsburgh Courier newspaper, standing in Pittsburgh Courier office", , , , ,"Richard Shumann, Pittsburgh Courier",2,Timmie Rogers,,"Comedian, Pittsburgh","Timmie Rogers, Richard Shumann",2,Pittsburgh Courier,Pittsburgh Courier
"Bernice Utterback, Mrs. Arthur Nikolas, and Helen M. Brennan, standing at table with light colored tablecloth, in William Penn Hotel for PTA Conference", , , , ,"Bernice Utterback, Arthur Nikolas, Helen M. Brennan, William Penn Hotel",4,PTA Conference,,,"Bernice Utterback, Arthur Nikolas, Helen M. Brennan",3,,William Penn Hotel
"Pete Sharp and Sol Jones working on foundation of house at construction site, with piles of cinder block and trees in background, possibly East End", , , , ,Pete,1,"Sharp, Sol Jones",,East,"Pete Sharp, Sol Jones",2,,
"Joseph Givens, Walter C. Beckett, George H. Gould, Dr. Raymond E. Jackson, Henry D. Horner, Clarence C. Kittrell, and unknown standing behind banquet table, with others seated beside them including Julia Gaines third from left, William W. Grasty, John R. Bradford, Harry M. Montgomery, Henry M. Baysmore, Wilbur Douglass, Edward T. Bowser, Mayor David L. Lawrence, and others gathered for Masonic event at Syria Mosque", , , , ,"Joseph, Walter C. Beckett, George H. Gould, Raymond E. Jackson, Henry D. Horner, Clarence C. Kittrell, Julia Gaines, William W. Grasty, John R. Bradford, Harry M. Montgomery, Henry M. Baysmore, Wilbur Douglass, Edward T. Bowser, David L. Lawrence",14,Givens,,Masonic,"Joseph Givens, Walter C. Beckett, George H. Gould, Raymond E. Jackson, Henry D. Horner, Clarence C. Kittrell, Julia Gaines, William W. Grasty, John R. Bradford, Harry M. Montgomery, Henry M. Baysmore, Wilbur Douglass, Edward T. Bowser, David L. Lawrence",14,,Syria Mosque
"Barbara Jefferson, Joyce Johnson, and Pearl Johnson Mitchell seated in wooded chairs at coroner's inquest about the murder of Julia Mae Johnson Mitchell", , , , ,"Barbara Jefferson, Joyce Johnson, Pearl Johnson Mitchell, Julia Mae, Johnson Mitchell",5,,,,"Barbara Jefferson, Joyce Johnson, Pearl Johnson Mitchell, Julia Mae Johnson Mitchell",4,,
"Group portrait of thirteen women standing in line, in Loendi Club for National Achievement Clubs, Inc. annual reception", , , , ,,0,National Achievement Clubs,,"Group, Loendi Club",,0,"National Achievement Clubs , Inc.",Loendi Club
"Group of young men, and women, including one wearing eyeglasses, light colored short sleeved round scoop neckline dress, and small button earrings, seated at tables in Centre Avenue YMCA for Youth Conference", , , , ,Youth Conference,1,,,Centre,,0,,Centre Avenue YMCA
"Rev. L. G. McLeod in center shaking hands with Atty. Richard F. Jones, with four Baptist ministers looking on, standing in corridor of Allegheny County Courthouse", , , , ,,0,,,,"L. G. McLeod, Richard F. Jones",2,,Allegheny County Courthouse
"Majorettes of the North Side Elks, acting as pallbearers, carrying two small caskets from Grace Memorial Presbyterian Church, for funeral of fire victims Clarence Gary Hart, Phyllis Chambers, and Terry English", , , , ,"Grace Memorial Presbyterian Church, Clarence Gary Hart, Phyllis Chambers, Terry English",4,,North Side Elks,,"Clarence Gary Hart, Phyllis Chambers, Terry English",3,"North Side Elks, Grace Memorial Presbyterian Church",
"Race Relations Commission members, seated from left: Mrs. William T. Poole, Roland M. Sawyer, and Elizabeth Reed; standing: Rev. James B. Cayce, Rev. Andrew A. Hughey, Rev. Robert C. Steele, and Rev. S. Amos Brackeen, posed behind table, in interior with barrister bookcases and patterned folding screen, another pose", , , , ,"Race, Relations, William T. Poole, Roland M. Sawyer, Elizabeth Reed",5,,,,"William T. Poole, Roland M. Sawyer, Elizabeth Reed, James B. Cayce, Andrew A. Hughey, Robert C. Steele, S. Amos Brackeen",7,,
"Dandy Duffers golf club members and guests, including Alma Speed Fox seated second from right; in rear: Betty Tibbs eleventh from left, Irving Johnson sixth from right, and Gerald Fox seventh from right, posed in Joyce Room at Flamingo Club", , , , ,"Dandy, Alma Speed Fox, Betty Tibbs, Irving Johnson, Gerald Fox",5,"Duffers, Flamingo Club",,Joyce Room,"Alma Speed Fox, Betty Tibbs, Irving Johnson, Gerald Fox",4,Flamingo Club,Joyce Room
"Group of young men and young women, including three young women wearing plaid skirts, dancing in Herron Hill Junior High School", , , , ,Herron Hill Junior High School,1,,,,,0,Herron Hill Junior High School,
"Group portrait of Baxter Junior High School graduates, from left, front row: Fayverne Robinson, Cecelia Moors, Barbara Boone, Juanita Bryant, and Anne Marie Thompson; second row: Joan Gibson, Barbara Card, Ceates Pryor, Betty Jean Allen,  Betty Anne Moore, Nathaniel Nowlin, Teddy Ward, Joanne Couch, Curtis Ross, Robert Benson, Vernetta Bagley, James Hayes, Ella Mae Drakes, Doris Chita Cato, Ronald Lee Graves, and Janice E. Finney, posed in Hayes School of Music", , , , ,"Baxter Junior High School, Fayverne Robinson, Cecelia Moors, Barbara Boone, Juanita Bryant, Anne Marie Thompson, Joan Gibson, Barbara Card, Ceates Pryor, Betty Jean Allen, Betty Anne Moore, Nathaniel Nowlin, Teddy Ward, Joanne Couch, Curtis Ross, Robert Benson, Vernetta Bagley, James Hayes, Ella Mae Drakes, Doris Chita Cato, Ronald Lee Graves, Janice E. Finney",22,,,"Group, Hayes, Music","Fayverne Robinson, Cecelia Moors, Barbara Boone, Juanita Bryant, Anne Marie Thompson, Joan Gibson, Barbara Card, Ceates Pryor, Betty Jean Allen, Betty Anne Moore, Nathaniel Nowlin, Teddy Ward, Joanne Couch, Curtis Ross, Robert Benson, Vernetta Bagley, James Hayes, Ella Mae Drakes, Doris Chita Cato, Ronald Lee Graves, Janice E. Finney",21,"Baxter Junior High School, Hayes School of Music",
"Theresa A. Clarke holding Pittsburgh Courier Newspaper with headlines reading ""Eartha Kitt in $2 million Suit!"" and ""2 Pittsburghers Nabbed at Derby,"" in newsstand in East Liberty station", , , , ,"Pittsburgh Courier Newspaper, Eartha Kitt",2,,,Theresa,"Theresa A. Clarke, Eartha Kitt",2,Pittsburgh Courier Newspaper,Derby
"Group portrait, from left: Lila Williams, Dorothy Wilborn, Dorothy Conrad, and Betty Lewis, seated at North Park Lodge for Omega Psi Phi annual picnic", , , , ,"Lila Williams, Dorothy Wilborn, Dorothy Conrad, Betty Lewis, Omega Psi Phi",5,,,Group,"Lila Williams, Dorothy Wilborn, Dorothy Conrad, Betty Lewis",4,Omega Psi Phi,North Park Lodge
"Group portrait of members of the Original Junior Mothers' Club, left to right; Mary Douglass, Louise Anderson, Marguerite Peters, Harriet Lewis, Lulu Proctor Lewis, Ethel Posey, Margaret Hall, and Sue McNeal, gathered in front of the Ruskin apartments for the fortieth anniversary bridge luncheon", , , , ,"Club, Mary Douglass, Louise Anderson, Marguerite Peters, Harriet Lewis, Lulu Proctor Lewis, Ethel Posey, Margaret Hall, Sue McNeal",9,Original Junior Mothers,,"Group, Ruskin","Mary Douglass, Louise Anderson, Marguerite Peters, Harriet Lewis, Lulu Proctor Lewis, Ethel Posey, Margaret Hall, Sue McNeal, Ruskin",9,Original Junior Mothers ' Club,
"Newly constructed brick ranch house with two picture windows, single attached garage, and screen door with filigree decoration, Aleppo Township", , , , ,Aleppo Township,1,,,,,0,,Aleppo Township
"Two men, including Attorney Henry R. Smith on right, and two girls, one holding box inscribed ""Holiday Greetings Brach's Chocolates,"" gathered behind table with box of food from Frontiers Club, in domestic kitchen", , , , ,"Attorney Henry, Brach",2,Frontiers Club,,,"Henry R. Smith, Brach",2,,
"Group portrait of Las Catena Club members with husbands and friends, including: Carl Talbott, in center; Jack Harrison, Julietta Beatty, Alcia Harrison, Earl Goodson, Florence Goodson, and Chauncey Williams; last row: Belinda Blandberg, Milton Blandberg, Roscoe Beatty, Harriett Williams, and Gloria Talbott, posed in home of Mr. and Mrs. Carl Talbott for New Year's party", , , , ,"Las Catena Club, Carl Talbott, Jack Harrison, Julietta Beatty, Alcia Harrison, Earl Goodson, Florence Goodson, Chauncey Williams, Belinda Blandberg, Milton Blandberg, Roscoe Beatty, Harriett Williams, Gloria Talbott, Mr., Carl Talbott",15,,,"Group, New Year","Carl Talbott, Jack Harrison, Julietta Beatty, Alcia Harrison, Earl Goodson, Chauncey Williams, Belinda Blandberg, Milton Blandberg, Roscoe Beatty, Harriett Williams, Gloria Talbott, Carl Talbott",12,"Las Catena Club, Florence Goodson",
"P. L. Prattis wearing Arabian clothing after tour of Middle East, standing in domestic interior with concave mirror and floral curtains", , , , ,Arabian,1,,,Middle East,P. L. Prattis,1,,Middle East
"Group portrait the Deuces Wild band, from left: Flo Cassinelli on tenor sax, Don Mastri on bass, Bob Negri on piano, and Spider Rondinelli on drums, performing at Crawford Grill No. 2", , , , ,"Group, Flo Cassinelli, Don Mastri, Bob Negri, Spider Rondinelli",5,"Deuces Wild, Crawford Grill No",,,"Flo Cassinelli, Don Mastri, Bob Negri, Spider Rondinelli",4,,
"Wrecked 1949 model car driven by Norman R. Allen, with crumpled front end and dents on rear and passenger side, parked in lot with warehouse building in background", , , , ,Norman R. Allen,1,,,,Norman R. Allen,1,,
"Street corner with three or four story apartment building in housing project, and boy on tricycle, McKees Rocks, another version", , , , ,,0,McKees Rocks,,Street,,0,McKees Rocks,
"Bertha Gloster, Ralph Gloster, and Gladys Mason standing in front of polling place with Silas Knox for Constable poster, during 1955 primary elections, Bedford Dwellings", , , , ,"Bertha Gloster, Ralph Gloster, Gladys Mason, Silas Knox, Bedford Dwellings",5,Constable,,,"Bertha Gloster, Ralph Gloster, Gladys Mason, Silas Knox, Bedford Dwellings",5,,
"Duquesne University basketball coach Dudley Moore, bride Margaret Ellen Mount Ricketts, groom Richard ""Dick"" Ricketts, and Duquesne athletic director Lou ""Doc"" Skender, posed in interior", , , , ,"Duquesne, Dudley Moore, Margaret Ellen Mount Ricketts, Richard, Dick, Ricketts, Lou, Skender",8,"University, Duquesne",,,"Dudley Moore, Margaret Ellen Mount Ricketts, Richard, Dick '' Ricketts, Lou `` Doc '' Skender",5,"Duquesne University, Duquesne",
"Portrait of Tonia Lee, wearing a light colored dress with dark swirl, seated on brick wall at home of Luvernis Lee", , , , ,Luvernis Lee,1,,,"Portrait, Tonia Lee","Tonia Lee, Luvernis Lee",2,,
"Two children walking in front of the homes of Rev. A.M. Waller and Reginald H. Cordice, Foster Road, North Versailles", , , , ,,0,,,,"A.M. Waller, Reginald H. Cordice",2,,"Foster Road, North Versailles"
"Two fire fighters on porch roof of burning house, 1502 Brushton Avenue, Penn Township", , , , ,"Brushton Avenue, Penn Township",2,,,,,0,,"Brushton Avenue, Penn Township"
"LaGene Wilson, Jackie Fletcher, Bunny Lawther, and Ruth Pacella gathered around table with YWCA ""Y"" Teens display of boats, another version", , , , ,"Wilson, Jackie Fletcher, Bunny Lawther",3,"LaGene, Ruth Pacella, YWCA",,,"LaGene Wilson, Jackie Fletcher, Bunny Lawther, Ruth Pacella",4,YWCA,
"Group portrait of unknown man, Marion Bond Jordon, Rev. LeRoy Patrick, and Rev. Charles Foggie at podium, on stage at Soldier's and Sailor's Memorial Hall for NAACP protest rally", , , , ,"Marion Bond Jordon, Rev",2,,,Group,"Marion Bond Jordon, LeRoy Patrick, Charles Foggie",3,NAACP,Sailor 's Memorial Hall
"Mrs. Ossie Stevenson standing in her home at 101 East Jefferson Street, Northside", , , , ,"Stevenson, Jefferson Street",2,,,"East, Northside",Ossie Stevenson,1,,East Jefferson Street
"Two frames: Portrait of Shelia Christian wearing a light colored beaded cardigan, posed for Hill City Teen Queen contest; Portrait of Barbara Winters wearing a light colored sheer blouse with lace and ruffle trim, posed for Hill City Teen Queen contest", , , , ,"Hill City Teen Queen, Barbara Winters, Hill City Teen Queen",3,Shelia,,Portrait,"Shelia Christian, Barbara Winters",2,"Hill City Teen Queen, Hill City Teen Queen",
"Group portrait of Mr. and Mrs. Walter Wells, posed in their home on Iowa Street for fiftieth wedding anniversary party", , , , ,Mr.,1,,,Group,Walter Wells,1,,Iowa Street
"Group portrait of ten members of the John Hanners family surrounding Red Cross case worker Anne M. Gasson after house fire, another version", , , , ,"John Hanners, Red Cross, Anne M. Gasson",3,,,Group,"John Hanners, Anne M. Gasson",2,Red Cross,
"Three houses, one with hexagon Insulbrick, with severe fire and water damage after six-alarm fire, Jewel Street, Polish Hill", , , , ,"Insulbrick, Jewel Street, Polish Hill",3,,,,Hill,1,,
"Group portrait of Sarah McClellan, holding son James Kevin McClellan, seated on bed next to daughter Helen Harding, holding daughter Helena Louise Harding, in domestic interior", , , , ,"Sarah McClellan, James Kevin McClellan, Helen Harding, Helena Louise Harding",4,,,Group,"Sarah McClellan, James Kevin McClellan, Helen Harding, Helena Louise Harding",4,,
"Women and men gathered outside of West's Funeral Home, for funeral of William ""Big Brownie"" Brown, with Henry's Cafe next door, 2216 Centre Avenue, Hill District", , , , ,"William, Brown, Henry, Hill District",4,"Funeral Home, Cafe, Centre Avenue",,West,"William, Brown, Henry, Hill District",4,,"West, Cafe"
"Group portrait of seven women kneeling at altar rail, for National Prayer Day honoring Montgomery Alabama bus boycotters, in St. James AME Church", , , , ,"Montgomery Alabama, James AME Church",2,National Prayer,,"Group, St.",,0,Montgomery Alabama,St. James AME Church
"Urban League Card-O-Rama planning members seated from left: Barbara Davis, Geraldine Goode; standing: Agnes Jones, Ardelle Douglas, and Lillian Haley posed behind table in interior with circular patterned curtains", , , , ,"Urban, League, Barbara Davis, Geraldine Goode, Agnes Jones, Ardelle Douglas, Lillian Haley",7,,,,"Barbara Davis, Geraldine Goode, Agnes Jones, Ardelle Douglas, Lillian Haley",5,Urban League Card-O-Rama,
"1956 City of Pittsburgh marbles champion, Joseph Eugene Gordon, wearing crown and shaking hands with James F. Buzzelli, with director of Broad Community Center Adam L. Schillinger standing in center", , , , ,"Joseph Eugene Gordon, James F. Buzzelli, Broad Community Center Adam",3,,,Pittsburgh,"Joseph Eugene Gordon, James F. Buzzelli, Adam L. Schillinger",3,Broad Community Center,Pittsburgh
"President Dwight D. Eisenhower, speaking at podium in Hunt Armory, another version", , , , ,Dwight D. Eisenhower,1,,,Hunt Armory,Dwight D. Eisenhower,1,,
"Leroy Randall Jr., Milton Swan Jr., and LuGene Bray, posed with radio-controlled model airplanes in K. Leroy Irvis' workshop, another version", , , , ,"Leroy, Randall Jr., Milton Swan Jr., Leroy Irvis",4,LuGene Bray,,,"Leroy Randall Jr., Milton Swan Jr., LuGene Bray, K. Leroy Irvis",4,,
Nurses Joan Fisanich and Carol Feighner standing on either side of Walt Harper lying in hospital bed, , , , ,"Joan Fisanich, Carol Feighner",2,Walt Harper,,,"Joan Fisanich, Carol Feighner, Walt Harper",3,,
"Portrait of Eugene Robinson wearing dark shirt, standing in interior", , , , ,Eugene Robinson,1,,,Portrait,Eugene Robinson,1,,
"Group portrait of 1957 Alpha Kappa Alpha Debutantes including possibly Barbara Charles standing in center, gathered around table in interior", , , , ,Barbara Charles,1,,,Group,Barbara Charles,1,,
"Dr. Gaylord P. Harnwell, Dr. Ralph J. Bunche, Dr. Edward H. Litchfield, and Dr. Charles B. Nutting wearing doctoral robes in Carnegie Music Hall, Oakland", , , , ,"Ralph J. Bunche, Edward H. Litchfield, Charles B., Music Hall",4,,,"Carnegie, Oakland","Gaylord P. Harnwell, Ralph J. Bunche, Edward H. Litchfield, Charles B. Nutting",4,,"Carnegie Music Hall, Oakland"
"Teacher J. T. Strother pointing to painted Pittsburgh scenery made by students, kneeling: Jesse Wilkes, Paul Whitley, Ernie Boyden, David Barrett; standing: Clarence Garett, Oliver Rayzer, Robert Williams and Reginald Fincher for graduation in Herron Hill Junior High School", , , , ,"Teacher, Pittsburgh, Jesse Wilkes, Paul Whitley, Ernie Boyden, David Barrett, Garett, Oliver Rayzer, Robert Williams, Reginald Fincher, Herron Hill Junior High School",11,,,,"J. T. Strother, Jesse Wilkes, Paul Whitley, Ernie Boyden, David Barrett, Clarence Garett, Oliver Rayzer, Robert Williams, Reginald Fincher",9,Herron Hill Junior High School,Pittsburgh
"Children, including boy wearing striped cap and jacket, and two toned shoes, descending steps outside of Bethany Baptist Church on Easter Sunday, Tioga Street", , , , ,"Easter, Tioga Street",2,Bethany Baptist Church,,Children,,0,,"Bethany Baptist Church, Tioga Street"
"Doris Griffin holding her newborn twins Doris and Delores, with her other children: John, Mary, Evelyn, Sharon, and Robert Griffin, in their multi-family home on Western Avenue, Northside", , , , ,"Doris, Doris, Delores, John, Mary, Sharon, Robert Griffin",7,,Western Avenue,"Evelyn, Northside","Doris Griffin, Doris, Delores, John, Mary, Evelyn, Sharon, Robert Griffin",8,,Western Avenue
"President of Miller Street School PTA Marie Thomas, standing on sidewalk near brick and concrete wall with debris on vacant lot from demolished house on Miller Street, Hill District", , , , ,"Miller Street School, Marie Thomas, Miller Street, Hill District",4,,,,"Marie Thomas, Hill District",2,Miller Street School PTA,Miller Street
"Alderman Harry B. Fitzgerald hearing discrimination case against bartender Harry Kaczmarek (on right) of Master's Grille, Neville Island, with victims Mack Johnson and James Ramsey on left and Kaczmarek's attorney David Friedman in center", , , , ,"Alderman, Harry B. Fitzgerald, Harry Kaczmarek, Master, Neville Island, Mack Johnson, James Ramsey, Kaczmarek, David Friedman",9,,,Grille,"Alderman Harry B. Fitzgerald, Harry Kaczmarek, Mack Johnson, James Ramsey, Kaczmarek, David Friedman",6,,Neville Island
"""Ideal Mother for 1957"" Irene Lee surrounded by eight of her thirteen children and others in her home at 2514 Elba Street, Hill District", , , , ,"Ideal Mother, Irene Lee, Hill District",3,,,,"Irene Lee, Hill District",2,,Elba Street
"Group portrait of varsity letter recipients, from left, first row: John Wilkins and William Lindsey; second row: David Webb, William Craven, Sam Fleming, Jerry McCrommon, Ray Cutler, Claude Griffin, Philip Cox, and Art Smith, with coach J.D. Geyer, posed in Letsche School", , , , ,"John Wilkins, William Lindsey, David Webb, William Craven, Sam Fleming, Jerry McCrommon, Ray Cutler, Claude Griffin, Philip Cox, Art Smith",10,,,Group,"John Wilkins, William Lindsey, David Webb, William Craven, Sam Fleming, Jerry McCrommon, Ray Cutler, Claude Griffin, Philip Cox, Art Smith, J.D, Geyer",12,Letsche School,
"Carnegie Tech graduates William B. Saunders and Bernice L. Baynes, posed in interior with dark curtains and striped sofa", , , , ,"Carnegie, William B. Saunders, Baynes",3,"Tech, Bernice",,,"William B. Saunders, Bernice L. Baynes",2,Carnegie Tech,
"Harry Stokes, Kay Stokes, Thomas Moses, Vickie Anderson and Lafayette Brown gathered around Marcia Hill with record player during her 18th birthday ""Bermuda shorts"" party, 3352 McNeil Place, Hill District", , , , ,"Harry, Kay Stokes, Thomas Moses, Vickie Anderson, Lafayette Brown, Marcia Hill, Hill District",7,"Stokes, McNeil Place",,,"Harry Stokes, Kay Stokes, Thomas Moses, Vickie Anderson, Lafayette Brown, Marcia Hill, Hill District",7,McNeil Place,Bermuda
"Man, possibly Ike Reed, with shaved and scarred head and bandaged hand, seated in interior with floral wallpaper", , , , ,Ike Reed,1,,,Man,Ike Reed,1,,
"Marshall Neason aiming hose at Carolyn Clark, Donna Clark, and Linda Dianne Neason, while cleaning light colored Mercury car, 2200 block of Bedford Avenue with Macedonia Baptist Church in background, Hill District", , , , ,"Marshall, Neason, Donna Clark, Linda Dianne Neason, Macedonia Baptist Church, Hill District",6,"Mercury, Bedford Avenue",,,"Marshall Neason, Carolyn Clark, Donna Clark, Linda Dianne Neason, Hill District",5,Macedonia Baptist Church,Bedford Avenue
"Westinghouse Junior High School students and staff, including Louis Mazzatti, Nancy Shoemaker, Jewel Taylor, Yvonne Blyshak, Mamie Stewart, Rose Tibbets, Shirley Montgomery, and Floyd Hopewell, gathered around boxes of food for Aged Ministers and Laymen's Home", , , , ,"Junior High School, Louis Mazzatti, Nancy Shoemaker, Jewel Taylor, Yvonne Blyshak, Mamie Stewart, Rose Tibbets, Shirley Montgomery, Floyd Hopewell, Aged Ministers",10,,,Laymen,"Louis Mazzatti, Nancy Shoemaker, Jewel Taylor, Yvonne Blyshak, Mamie Stewart, Rose Tibbets, Shirley Montgomery, Floyd Hopewell",8,Westinghouse Junior High School,
"Group portrait, including members of lota Phi Lambda Sorority, from left: Lois Lee Dorsey, Councilman Paul F. Jones, Marion Jordon, Charles A. Carpenter, Phi Chapter president Jeanne Farrish, and Anne Penn, gathered at Greene Hearth to celebrate National Business Week", , , , ,"Lois Lee Dorsey, Councilman Paul, Jones, Marion Jordon, Charles A. Carpenter, Phi Chapter, Jeanne Farrish, Anne Penn",8,"Phi Lambda Sorority, Greene Hearth, National Business Week",,Group,"Lois Lee Dorsey, Paul F. Jones, Marion Jordon, Charles A. Carpenter, Jeanne Farrish, Anne Penn",6,"Phi Lambda Sorority, National Business Week",Greene Hearth
"Groom Ernest Wainard Warren and bride Harriett Ann Johnson Warren, posed in front of fireplace with mirror in Johnson home", , , , ,"Groom, Ernest Wainard Warren, Harriett Ann, Johnson Warren, Johnson",5,,,,"Ernest Wainard Warren, Harriett Ann Johnson Warren, Johnson",3,,
Group of young men and young women seated on folding chairs at banquet tables during Youth Lyceum banquet in Warren Methodist Church, , , , ,Youth Lyceum,1,Methodist Church,,Warren,,0,Warren Methodist Church,
"Group portrait of five women, including bride Jeanne Yvonne Adams Daniels wearing long sleeved gown with full skirt, and four men, including groom Joseph W. Daniels, posed in Grace Memorial Presbyterian Church", , , , ,"Jeanne Yvonne Adams Daniels, Joseph W. Daniels",2,,,"Group, Grace","Jeanne Yvonne Adams Daniels, Joseph W. Daniels",2,,Grace Memorial Presbyterian Church
"Groom Joseph W. Daniels, and bride Jeanne Yvonne Adams Daniels wearing long sleeved gown with full skirt, posed in Grace Memorial Presbyterian Church", , , , ,"Groom, Joseph W. Daniels, Jeanne Yvonne Adams Daniels",3,,,Grace,"Joseph W. Daniels, Jeanne Yvonne Adams Daniels",2,,Grace Memorial Presbyterian Church
"Crowd gathered around M. Lifsher & Son booth with woman wearing rabbit costume handing out items, in Syria Mosque for the 1957 Pittsburgh Courier Home Service Fair", , , , ,"Crowd, Son",2,,,,M. Lifsher,1,Pittsburgh Courier Home Service Fair,Syria Mosque
"Alfred Diggs wearing dark pinstriped suit, and Barbara Payne wearing sleeveless dress with diamond patterned crinoline skirt and dark pleated bodice with buttons at waist, after being chosen ""Most Outstanding Boy and Girl"", at Herron Hill Junior High School graduation prom", , , , ,"Alfred, Barbara Payne, Girl",3,Herron Hill Junior High School,,,"Alfred Diggs, Barbara Payne",2,Herron Hill Junior High School,
"Group portrait of Westinghouse High School honor student graduates, left to right: Fred DeRubertis, Dorothy Adams, Edwin Roberson, and James Marino", , , , ,"Fred DeRubertis, Dorothy Adams, Edwin Roberson, James Marino",4,Westinghouse High School,,Group,"Fred DeRubertis, Dorothy Adams, Edwin Roberson, James Marino",4,Westinghouse High School,
"Group portrait of six committee members of 3300 Block Club, including: Missie Yates, Mary Edwards, Lois Spencer, Mary Bailey, Ruth Youngblood wearing striped shirt, and Alberta R. Williams, meeting to plan second annual garden party and fashion show", , , , ,"Block Club, Mary Edwards, Lois Spencer, Mary Bailey, Ruth Youngblood, Alberta R. Williams",6,,,Group,"Mary Edwards, Lois Spencer, Mary Bailey, Ruth Youngblood, Alberta R. Williams",5,"Block Club, Missie Yates",
"Music instructor Carl McVicker standing with Westinghouse High School string quartet, from left: Patricia Prattis (Jennings), Paul Ross, June Gibson, and Barbara Jones, gathered on stage with music stands and sheet music, another version", , , , ,"Carl McVicker, Patricia Prattis, Paul Ross, June Gibson, Barbara Jones",5,"Westinghouse High School, Jennings",,Music,"Carl McVicker, Patricia Prattis, Paul Ross, June Gibson, Barbara Jones",5,Westinghouse High School,
"Group portrait, from left: Mrs. L. Gardner, Mabel Gordon, Edna Wallace, Rev. C.E. McFadden, Thomas H. Lee, and Mabel Hopkins, gathered around new duplicating machine in Bethany Baptist Church, another version", , , , ,"Gardner, Mabel Gordon, Edna Wallace, Rev",4,,,Group,"L. Gardner, Mabel Gordon, Edna Wallace, McFadden, Thomas H. Lee, Mabel Hopkins",6,Bethany Baptist Church,
"Group of high school students, including in foreground from left: Camillia Kwolek, Annette McCants, and Ross Green, taking test at Carnegie Institute of Technology", , , , ,"Camillia Kwolek, Annette McCants, Ross Green",3,"Carnegie Institute, Technology",,,"Camillia Kwolek, Annette McCants, Ross Green",3,Carnegie Institute of Technology,
